what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1497268138853
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497268141178
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497268142941
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1497268148416
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1497268152301
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497268159359
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497268190650
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1497268190697
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497268199186
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497268213481
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1497268213512
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1497268216153
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1497268224335
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497268226238
